,accommodates,price,minimum_nights,maximum_nights,minimum_maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_rating,calculated_host_listings_count,calculated_host_listings_count_private_rooms,days_since_last_review,days_since_first_review,days_since_host_since,room_type,host_response_rate,bathrooms,host_is_superhost,host_identity_verified,instant_bookable,Entire rental unit,Price/square ,EMPORIKO TRIGONO-PLAKA,jumio,work_email,Shampoo,Heating,Hot water,TV,Coffee maker,Dedicated workspace,Bed linens,Washer,Elevator,Fire extinguisher,First aid kit,Free street parking,Extra pillows and blankets,Patio or balcony,Smoke alarm,Microwave,Shower gel,Luggage dropoff allowed,Private entrance,Host greets you,Lockbox,Room-darkening shades,Hot water kettle,Crib,Paid parking off premises,Body soap,Dryer,Baking sheet,Ethernet connection,Dishwasher,Outdoor furniture,High chair,Pack ’n play/Travel crib,Cable TV,Single level home,Bathtub
3676,3,39.0,2,15,15,4,179,62,4.93,1,0,14,1036,1070,0,5,1 ,1.0,0.0,0,1,1175,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3677,2,36.0,1,1125,1125,29,6,5,2.0,45,0,14,32,1591,0,5,1 ,0.0,1.0,1,1,1175,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,7,101.0,1,365,365,25,8,6,4.75,8,0,36,917,2560,0,5,1 ,0.0,1.0,1,1,2380,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3679,3,78.0,1,1125,1125,0,40,4,4.88,74,0,765,1028,2628,0,5,1 ,1.0,1.0,1,1,4000,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
3680,3,84.0,2,1125,1125,0,92,18,4.78,1,0,28,995,1070,0,5,1 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3681,4,109.0,1,1125,1125,29,3,1,5.0,4,0,95,896,1417,0,5,1 ,1.0,1.0,1,1,2380,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3682,4,55.0,1,28,28,0,59,0,4.78,65,0,650,1029,1739,0,5,1 ,1.0,1.0,1,1,1570,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3683,4,48.0,1,1125,1125,25,23,7,4.61,10,0,63,1029,2706,0,5,1 ,0.0,1.0,0,1,2380,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3684,5,40.0,2,90,90,13,51,24,4.92,17,0,113,725,3200,0,0,1 ,1.0,1.0,0,1,1570,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
3685,2,70.0,3,1125,1125,0,16,0,4.94,1,0,847,1058,1252,0,0,1 ,0.0,0.0,0,1,1680,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,4,25.0,1,1125,1125,0,89,0,4.49,1,0,808,1063,1128,0,1,1 ,0.0,1.0,0,0,1100,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,6,59.0,2,1125,1125,20,126,16,4.8,1,0,45,1066,1069,0,4,1 ,1.0,1.0,1,1,1400,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1
3689,4,76.0,2,300,1125,19,8,2,4.25,1,0,668,481,1071,0,4,1.5 ,0.0,0.0,1,1,2380,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3690,9,146.0,1,1125,1125,18,42,18,4.88,17,0,14,988,1067,0,5,2.5 ,0.0,1.0,1,0,2380,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1
3692,4,60.0,2,1125,1125,1,155,50,4.95,1,0,1,1052,1188,0,5,1 ,1.0,1.0,1,1,2300,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,1,14.0,6,1125,1125,14,9,4,4.44,2,2,25,940,2214,2,5,1  ,0.0,1.0,1,0,1300,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3694,4,39.0,1,1125,1125,22,98,0,4.89,30,0,660,1010,1885,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3697,4,49.0,2,1125,1125,19,84,14,4.95,1,0,12,972,2281,0,0,1 ,0.0,1.0,1,0,1400,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
3698,4,22.0,1,40,40,9,11,0,4.55,1,0,529,1052,1306,0,1,1.5 ,0.0,0.0,1,1,1250,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3699,4,35.0,30,350,1125,20,2,0,5.0,1,0,1051,1062,2202,0,3,1 ,0.0,1.0,1,1,1400,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3700,3,109.0,1,1125,1125,29,44,17,5.0,1,0,34,917,1312,0,5,1 ,1.0,0.0,0,0,2380,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
3701,2,32.0,1,1125,1125,0,99,0,4.82,30,0,673,1062,1884,0,5,1 ,1.0,1.0,0,1,2380,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3702,2,31.0,1,1125,1125,18,112,0,4.67,30,0,649,1014,1885,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3703,2,100.0,2,8,1125,12,107,38,4.87,1,0,23,1034,1065,0,5,1.5 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3704,4,37.0,1,1125,1125,20,113,0,4.9,30,0,715,1059,1885,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
3705,2,31.0,1,1125,1125,18,90,0,4.8,30,0,652,1023,1885,0,5,1 ,1.0,1.0,0,1,2380,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3706,4,44.0,1,1125,1125,17,97,0,4.88,30,0,610,1038,1884,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3707,2,32.0,1,1125,1125,21,116,0,4.78,30,0,702,1033,1885,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3708,5,38.0,1,28,1125,23,152,49,4.69,1,0,95,1047,1066,0,5,1 ,0.0,1.0,1,1,1175,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
3709,4,35.0,4,1125,1125,26,71,14,4.58,1,0,34,1059,1067,0,4,1 ,1.0,0.0,1,1,1175,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3710,2,19.0,3,1125,1125,18,15,4,4.93,1,1,0,939,2107,2,0,1  ,0.0,1.0,0,0,1900,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3711,3,50.0,3,365,1125,20,10,3,5.0,1,0,896,1038,1065,0,0,1 ,0.0,0.0,1,1,1350,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3712,4,79.0,2,1125,1125,4,25,18,4.6,16,0,141,903,1289,0,0,1 ,0.0,1.0,1,1,1950,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
3713,8,147.0,2,1125,1125,12,89,43,4.91,16,0,12,891,1289,0,0,3 ,0.0,1.0,1,1,1950,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3714,5,79.0,2,1125,1125,16,33,24,4.97,16,0,18,303,1289,0,0,1.5 ,0.0,1.0,1,1,1950,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3715,2,55.0,1,1125,1125,23,17,0,4.47,30,0,448,1041,1634,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3718,4,60.0,1,1125,1125,22,2,2,4.5,30,0,23,122,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3719,4,61.0,1,1125,1125,21,14,5,4.57,30,0,452,678,1634,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3720,4,68.0,1,1125,1125,26,28,7,4.32,30,0,21,669,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3721,6,120.0,1,1125,1125,23,40,20,4.73,30,0,86,1022,1635,0,5,2 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3722,4,68.0,1,1125,1125,26,8,2,4.63,30,0,436,453,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3723,4,62.0,1,1125,1125,26,7,1,4.43,30,0,83,897,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3724,4,68.0,1,1125,1125,25,19,5,4.63,30,0,825,1038,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3725,4,69.0,1,1125,1125,25,40,14,4.58,30,0,71,945,1634,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3726,4,59.0,1,1125,1125,27,27,5,4.44,30,0,601,1045,1634,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3727,4,71.0,1,1125,1125,2,23,3,4.61,30,0,767,1010,1635,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3729,7,56.0,1,1125,1125,0,105,4,4.87,4,0,627,1016,3078,0,5,1.5 ,1.0,1.0,1,1,1175,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3731,6,45.0,2,90,1125,9,42,5,4.95,1,0,139,884,1711,0,5,1 ,1.0,1.0,1,0,1680,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,4,35.0,5,50,1125,4,19,3,4.95,22,0,512,1031,2194,0,5,1 ,1.0,1.0,0,1,1375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
3733,4,35.0,3,30,1125,23,36,21,4.78,1,0,817,1022,1847,0,5,1 ,0.0,1.0,0,1,1175,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,5,55.0,2,1125,1125,20,1,1,5.0,4,0,98,98,2179,0,5,1 ,0.0,0.0,1,0,1800,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,3,50.0,1,1125,1125,30,4,2,4.5,5,5,115,776,1071,2,5,1  ,0.0,0.0,1,0,2380,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,3,50.0,1,1125,1125,30,4,2,4.25,5,5,826,785,1071,2,5,1 ,0.0,0.0,1,0,2380,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,8,147.0,2,1125,1125,10,47,14,4.98,16,0,40,946,1289,0,0,4 ,0.0,1.0,1,1,1950,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3739,5,79.0,2,1125,1125,12,26,17,4.81,16,0,61,801,1289,0,0,1.5 ,0.0,1.0,1,1,1950,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3740,2,30.0,1,1125,1125,0,2,0,4.5,5,5,1048,1050,1071,2,5,0.5,0.0,0.0,1,0,2380,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,4,60.0,3,1125,1125,12,28,12,4.82,1,0,845,920,1063,0,5,1.5 ,1.0,1.0,0,1,1050,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3743,4,53.0,3,1125,1125,19,49,19,4.9,1,0,52,1029,1117,0,0,1 ,1.0,0.0,0,1,1400,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3744,2,21.0,1,1125,1125,13,104,27,4.62,2,0,19,1011,1628,0,5,1 ,0.0,1.0,1,1,1250,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3745,4,40.0,2,230,230,22,24,5,5.0,1,0,170,1014,1883,0,4,1 ,0.0,0.0,1,1,1380,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,3,31.0,1,1125,1125,24,60,21,4.73,7,0,87,1037,2001,0,5,1 ,1.0,1.0,1,1,1050,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3749,5,52.0,2,65,1125,18,68,21,4.74,5,0,90,938,2900,0,0,1 ,0.0,1.0,0,1,1175,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,5,46.0,2,14,14,23,56,11,4.88,22,0,80,966,2786,0,0,1.5 ,0.0,1.0,1,1,1100,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3752,2,100.0,1,1125,1125,2,1,0,5.0,1,0,687,687,1062,1,0,1  ,0.0,0.0,1,0,1380,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,4,31.0,1,1125,1125,0,100,4,4.84,1,0,755,1045,1480,0,1,1 ,0.0,0.0,1,1,1680,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,8,147.0,2,1125,1125,8,67,29,4.94,16,0,17,945,1289,0,0,4 ,0.0,1.0,1,1,1400,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3755,2,42.0,1,1125,1125,0,55,0,4.78,2,0,768,990,1072,0,5,1 ,0.0,1.0,0,1,2380,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,5,79.0,2,1125,1125,0,21,16,4.81,16,0,107,370,1289,0,0,1.5 ,0.0,1.0,1,1,1950,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3758,10,192.0,1,1125,1125,14,60,23,4.97,9,0,3,787,1592,0,5,3 ,1.0,1.0,1,0,2300,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
3759,2,40.0,10,90,90,0,10,0,5.0,3,0,795,1043,2185,0,0,1 ,0.0,1.0,0,1,1400,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
3760,3,63.0,1,1125,1125,30,2,0,4.5,4,4,887,764,1061,2,0,1  ,0.0,0.0,1,0,1250,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,2,79.0,1,1125,1125,30,2,0,2.5,4,4,476,667,1061,2,0,1  ,0.0,0.0,1,0,2380,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,6,99.0,1,29,1125,13,27,4,4.81,1,0,2,1026,1078,0,0,1.5 ,1.0,1.0,1,1,1400,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3763,2,29.0,4,1125,1125,0,15,7,5.0,1,0,420,391,1059,0,5,1 ,1.0,1.0,1,1,1570,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3764,2,30.0,2,1125,1125,19,23,4,4.61,5,0,92,1050,1060,0,5,1.5 ,0.0,1.0,1,1,1175,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3768,6,41.0,1,1125,1125,0,120,3,4.73,1,0,802,1027,1057,0,0,1 ,0.0,1.0,1,1,1175,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,2,50.0,2,31,1125,30,21,8,4.95,2,0,75,1027,1196,0,5,1 ,1.0,0.0,1,1,2380,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,7,77.0,1,1125,1125,12,114,38,4.79,1,0,35,947,2115,0,5,1 ,1.0,0.0,1,1,1175,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3771,7,60.0,3,1125,1125,0,1,0,5.0,3,0,1009,1009,1176,0,0,1 ,0.0,1.0,0,0,950,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3772,10,100.0,1,1125,1125,3,6,3,5.0,8,0,883,953,2369,0,5,3 ,1.0,1.0,1,1,2380,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
3773,3,30.0,4,1095,1125,0,34,5,4.91,1,0,619,980,1069,0,5,1.5 ,1.0,1.0,1,1,1570,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3774,3,70.0,3,1125,1125,28,3,1,5.0,1,0,118,621,1241,0,5,1 ,0.0,0.0,0,1,2300,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3775,4,50.0,2,31,1125,12,102,18,4.96,2,0,2,932,1544,0,5,1 ,1.0,1.0,1,1,1400,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3776,2,36.0,4,1125,1125,0,35,5,4.94,1,0,101,1025,2062,0,5,1 ,1.0,0.0,1,1,1350,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3777,2,31.0,3,1125,1125,22,58,18,4.75,3,0,131,1026,2032,0,5,1 ,1.0,1.0,1,1,1400,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3778,5,133.0,2,365,1125,17,71,16,4.92,2,0,28,1031,1058,0,5,1 ,1.0,1.0,1,0,2380,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3779,5,104.0,1,1125,1125,0,6,2,4.83,9,0,282,1045,1124,0,5,1 ,0.0,1.0,1,1,1400,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3780,4,47.0,2,21,1125,6,137,34,4.96,2,0,19,967,1544,0,5,1 ,1.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3781,6,90.0,2,1125,1125,14,60,15,4.4,24,1,41,988,3412,0,5,1 ,0.0,1.0,1,1,2380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,3,50.0,4,90,1125,0,10,2,5.0,2,0,116,1026,846,0,5,1 ,0.0,0.0,1,1,1350,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3783,5,81.0,2,1125,1125,20,54,23,4.85,31,0,60,843,1511,0,5,1 ,0.0,1.0,1,1,1400,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3784,5,60.0,1,60,1125,17,140,63,4.63,3,0,43,1044,1279,0,5,1 ,0.0,1.0,1,0,1950,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3785,2,33.0,3,1125,1125,0,17,5,5.0,1,0,48,873,1939,0,5,1 ,0.0,0.0,0,1,1400,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,5,40.0,3,1125,1125,19,80,15,4.93,1,0,25,1033,1093,0,5,1 ,1.0,1.0,0,1,2380,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
3789,2,56.0,1,120,1125,4,44,24,4.75,1,0,66,746,1055,0,5,1 ,0.0,1.0,0,0,4000,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
3790,4,46.0,2,1125,1125,8,11,3,5.0,1,0,737,1031,1055,0,5,1 ,0.0,1.0,1,1,1350,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,3,22.0,250,1125,1125,0,14,0,4.79,1,0,663,934,1055,0,0,1 ,1.0,0.0,0,0,1380,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
